Satellite Name,Country,Operator,Purpose,Orbit Class,Launch Date,Expected Lifetime,Launch Mass (kg.)
Intelsat New Dawn (Intelsat 28),USA,"Intelsat, S.A.",Communications,GEO,2011-04-22,15.0,3000.0
International Space Station (ISS [first element Zarya]),Multinational,NASA/Multinational,Space Science,LEO,1998-11-20,30.0,1200.0
Interstellar Boundary EXplorer (IBEX),USA,NASA/Goddard Space Flight Center,Space Science,Elliptical,2008-10-19,10.0,462.0
Iridium 10 (Iridium SV010),USA,Iridium Satellite LLC,Communications,LEO,1997-06-18,8.0,689.0
Iridium 11A (Iridium SV088),USA,Iridium Satellite LLC,Communications,LEO,1998-12-19,8.0,689.0
Iridium 12 (Iridium SV012),USA,Iridium Satellite LLC,Communications,LEO,1997-06-18,8.0,689.0
Iridium 13 (Iridium SV013),USA,Iridium Satellite LLC,Communications,LEO,1997-06-18,8.0,689.0
Iridium 14A (Iridium SV092),USA,Iridium Satellite LLC,Communications,LEO,1999-06-11,8.0,689.0
Iridium 15 (Iridium SV015),USA,Iridium Satellite LLC,Communications,LEO,1997-07-09,8.0,689.0
Iridium 18 (Iridium SV018),USA,Iridium Satellite LLC,Communications,LEO,1997-07-09,8.0,689.0
Iridium 19 (Iridium SV019),USA,Iridium Satellite LLC,Communications,LEO,1997-09-27,8.0,689.0
Iridium 20A (Iridium SVO89),USA,Iridium Satellite LLC,Communications,LEO,1998-12-19,8.0,689.0
Iridium 21A (Iridium SVO93),USA,Iridium Satellite LLC,Communications,LEO,1999-06-11,8.0,689.0
Iridium 22 (Iridium SV022),USA,Iridium Satellite LLC,Communications,LEO,1997-08-21,8.0,689.0
Iridium 23 (Iridium SV023),USA,Iridium Satellite LLC,Communications,LEO,1997-08-21,8.0,689.0
Iridium 25 (Iridium SV025),USA,Iridium Satellite LLC,Communications,LEO,1997-08-21,8.0,689.0
Iridium 3 (Iridium SV078),USA,Iridium Satellite LLC,Communications,LEO,1998-08-19,8.0,689.0
Iridium 30 (Iridium SV030),USA,Iridium Satellite LLC,Communications,LEO,1997-09-14,8.0,689.0
Iridium 31 (Iridium SVO31),USA,Iridium Satellite LLC,Communications,LEO,1997-09-14,8.0,689.0
Iridium 32 (Iridium  SV032),USA,Iridium Satellite LLC,Communications,LEO,1997-09-14,8.0,689.0
Iridium 34 (Iridium SV034),USA,Iridium Satellite LLC,Communications,LEO,1997-09-27,8.0,689.0
Iridium 35 (Iridium SV035),USA,Iridium Satellite LLC,Communications,LEO,1997-09-27,8.0,689.0
Iridium 37 (Iridium SV037),USA,Iridium Satellite LLC,Communications,LEO,1997-09-27,8.0,689.0
Iridium 39 (Iridium SV039),USA,Iridium Satellite LLC,Communications,LEO,1997-11-09,8.0,689.0
Iridium 40 (Iridium SV040),USA,Iridium Satellite LLC,Communications,LEO,1997-11-09,8.0,689.0
Iridium 41 (Iridium SV041),USA,Iridium Satellite LLC,Communications,LEO,1997-11-09,8.0,689.0
Iridium 42 (Iridium SV042),USA,Iridium Satellite LLC,Communications,LEO,1997-12-08,8.0,689.0
Iridium 43 (Iridium SV043),USA,Iridium Satellite LLC,Communications,LEO,1997-11-09,8.0,689.0
Iridium 45 (Iridium SV045),USA,Iridium Satellite LLC,Communications,LEO,1997-12-20,8.0,689.0
Iridium 46 (Iridium SV046),USA,Iridium Satellite LLC,Communications,LEO,1997-08-21,8.0,689.0
Iridium 47 (Iridium SV047),USA,Iridium Satellite LLC,Communications,LEO,1997-12-20,8.0,689.0
Iridium 49 (Iridium SV049),USA,Iridium Satellite LLC,Communications,LEO,1997-12-20,8.0,689.0
Iridium 5 (Iridium SV005),USA,Iridium Satellite LLC,Communications,LEO,1997-05-05,8.0,689.0
Iridium 50 (Iridium SV050),USA,Iridium Satellite LLC,Communications,LEO,1998-02-18,8.0,689.0
Iridium 51 (Iridium SV 051),USA,Iridium Satellite LLC,Communications,LEO,1998-03-25,8.0,689.0
Iridium 52 (Iridium SV052),USA,Iridium Satellite LLC,Communications,LEO,1998-02-18,8.0,689.0
Iridium 53 (Iridium SV053),USA,Iridium Satellite LLC,Communications,LEO,1998-02-18,8.0,689.0
Iridium 54 (Iridium SV054),USA,Iridium Satellite LLC,Communications,LEO,1998-02-18,8.0,1200.0
Iridium 55 (Iridium SV055),USA,Iridium Satellite LLC,Communications,LEO,1998-03-30,8.0,689.0
Iridium 56 (Iridium SV056),USA,Iridium Satellite LLC,Communications,LEO,1998-02-18,8.0,689.0
Iridium 57 (Iridium SV057),USA,Iridium Satellite LLC,Communications,LEO,1998-03-30,8.0,689.0
Iridium 58 (Iridium SV058),USA,Iridium Satellite LLC,Communications,LEO,1998-03-30,8.0,689.0
Iridium 59 (Iridium SV059),USA,Iridium Satellite LLC,Communications,LEO,1998-03-30,8.0,689.0
Iridium 6 (Iridium SV006),USA,Iridium Satellite LLC,Communications,LEO,1997-05-06,8.0,689.0
Iridium 60 (Iridium SV060),USA,Iridium Satellite LLC,Communications,LEO,1998-03-30,8.0,689.0
Iridium 61 (Iridium SV061),USA,Iridium Satellite LLC,Communications,LEO,1998-03-25,8.0,689.0
Iridium 62 (Iridium SV062),USA,Iridium Satellite LLC,Communications,LEO,1998-04-07,8.0,689.0
Iridium 64 (Iridium SV064),USA,Iridium Satellite LLC,Communications,LEO,1998-04-07,8.0,689.0
Iridium 65 (Iridium SV065),USA,Iridium Satellite LLC,Communications,LEO,1998-04-07,8.0,689.0
Iridium 66 (Iridium SV066),USA,Iridium Satellite LLC,Communications,LEO,1998-04-07,8.0,689.0
Iridium 67 (Iridium SV067),USA,Iridium Satellite LLC,Communications,LEO,1998-04-07,8.0,689.0
Iridium 68 (Iridium SV068),USA,Iridium Satellite LLC,Communications,LEO,1998-04-07,8.0,689.0
Iridium 7 (Iridium SV007),USA,Iridium Satellite LLC,Communications,LEO,1997-05-05,8.0,689.0
Iridium 70 (Iridium SV070),USA,Iridium Satellite LLC,Communications,LEO,1998-05-17,8.0,689.0
Iridium 72 (Iridium SV072),USA,Iridium Satellite LLC,Communications,LEO,1998-05-17,8.0,689.0
Iridium 74 (Iridium SV074),USA,Iridium Satellite LLC,Communications,LEO,1998-05-17,8.0,689.0
Iridium 75 (Iridium SV075),USA,Iridium Satellite LLC,Communications,LEO,1998-05-17,8.0,689.0
Iridium 76 (Iridium SV076),USA,Iridium Satellite LLC,Communications,LEO,1998-08-19,8.0,689.0
Iridium 77 (Iridium SV077),USA,Iridium Satellite LLC,Communications,LEO,1998-09-08,8.0,689.0
Iridium 8 (Iridium SV008),USA,Iridium Satellite LLC,Communications,LEO,1997-05-05,8.0,689.0
Iridium 80 (Iridium SV080),USA,Iridium Satellite LLC,Communications,LEO,1998-09-08,8.0,689.0
Iridium 81 (Iridium SV081),USA,Iridium Satellite LLC,Communications,LEO,1998-09-08,8.0,689.0
Iridium 82 (Iridium SV082),USA,Iridium Satellite LLC,Communications,LEO,1998-09-08,8.0,689.0
Iridium 83 (Iridium SV083),USA,Iridium Satellite LLC,Communications,LEO,1998-11-06,8.0,689.0
Iridium 84 (Iridium SV084),USA,Iridium Satellite LLC,Communications,LEO,1998-11-06,8.0,689.0
Iridium 86 (Iridium SV086),USA,Iridium Satellite LLC,Communications,LEO,1998-11-06,8.0,689.0
Iridium 90 (Iridium SV090),USA,Iridium Satellite LLC,Communications,LEO,2002-02-11,8.0,689.0
Iridium 91 (Iridium SV091),USA,Iridium Satellite LLC,Communications,LEO,2002-02-11,8.0,689.0
Iridium 94 (Iridium SV094),USA,Iridium Satellite LLC,Communications,LEO,2002-02-11,8.0,689.0
Iridium 95 (Iridium SV095),USA,Iridium Satellite LLC,Communications,LEO,2002-02-11,8.0,689.0
Iridium 96 (Iridium SV096),USA,Iridium Satellite LLC,Communications,LEO,2002-02-11,8.0,689.0
Iridium 97 (Iridium SV097),USA,Iridium Satellite LLC,Communications,LEO,2002-06-20,8.0,689.0
Iridium 98 (Iridium SV098),USA,Iridium Satellite LLC,Communications,LEO,2002-06-20,8.0,689.0
IRIS (Interface Region Imaging Spectrometer),USA,National Aeronautics and Space Administration (NASA),Space Science,LEO,2013-06-28,2.0,236.0
IRNSS-1A (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (ISRO),Navigation/Regional Positioning,GEO,2013-07-01,12.0,1425.0
IRNSS-1B (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (ISRO),Navigation/Regional Positioning,GEO,2014-04-04,12.0,1432.0
IRNSS-1C (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (ISRO),Navigation/Regional Positioning,GEO,2014-10-15,12.0,1425.0
IRNSS-1D (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (ISRO),Navigation/Regional Positioning,GEO,2015-03-30,12.0,1425.0
IRNSS-1E (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (ISRO),Navigation/Regional Positioning,GEO,2016-01-20,12.0,1425.0
IRNSS-1F (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (IRSO),Navigation/Regional Positioning,GEO,2016-03-10,12.0,1425.0
IRNSS-1G (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (IRSO),Navigation/Regional Positioning,GEO,2016-04-28,12.0,1425.0
IRS-P6 (Resourcesat-1) ,India,Indian Space Research Organization (ISRO),Earth Observation,LEO,2003-10-17,5.0,1360.0
ITU-pSAT1 (Istanbul Technical University Picosat-1),Turkey,ITU Space Systems Design & Test Laboratory,Technology Development,LEO,2009-09-23,1.0,1.0
Jason 2 ,USA/France,NASA/Centre National d'Etudes Spatiales (CNES)/NOAA/EUMETSAT,Earth Observation,LEO,2008-06-20,5.0,553.0
Jason 3,USA/France,NASA/Centre National d'Etudes Spatiales (CNES)/NOAA/EUMETSAT,Earth Observation,LEO,2016-01-17,5.0,553.0
"JCSat 10 (Japan Communications Satellite 10, JCSat 3A)",Japan,Sky Perfect JSAT Corporation,Communications,GEO,2006-08-11,15.0,4400.0
"JCSat 110 (N-Sat-110, Superbird-D, Superbird-5, N-Sat-110)",Japan,Sky Perfect JSAT Corporation,Communications,GEO,2000-10-07,15.0,3531.0
JCSat 13 (Japan Communications Satellite 13),Japan,Sky Perfect JSAT Corporation,Communications,GEO,2012-05-15,15.0,4500.0
"JCSat 14 (JCSat 2B, Japan Communications Satellite 14)",Japan,Sky Perfect JSAT Corporation,Communications,GEO,2016-05-06,15.0,4500.0
JCSat 1B (JCSAT 5),Japan,Sky Perfect JSAT Corporation,Communications,GEO,1997-12-02,12.0,2982.0
"JCSat 2A (JCSAT 8, Japan Communications Satellite 8)",Japan,Sky Perfect JSAT Corporation,Communications,GEO,2002-03-29,11.0,2500.0
"JCSat 4A (JCSAT 6, Japan Communications Satellite 6)",Japan,Sky Perfect JSAT Corporation,Communications,GEO,1999-02-15,14.5,2900.0
"JCSat 9 (JCSat 5A, Japanese Communications Satellite 9)",Japan,Sky Perfect JSAT Corporation,Communications,GEO,2006-04-12,12.0,4400.0
"JCSat RA (JCSat 12, Japan Communications Satellite 12)",Japan,Sky Perfect JSAT Corporation,Communications,GEO,2009-08-21,15.0,4000.0
Jilin-1,China,Changchun Institute of Optics,Earth Observation,LEO,2015-10-07,10.0,400.0
Jugnu,India,Indian Institute of Technology Kanpur,Earth Observation,LEO,2011-10-12,1.0,3.0
Kaituo-1A (Xinyan-2),China,China Aerospace Science and Technology Corporation,Technology Development,LEO,2015-09-19,10.0,130.0
Kalpana-1 (Metsat-1),India,Indian Space Research Organization (ISRO),Earth Observation,GEO,2002-09-12,5.0,1060.0
KazEOSat-1 (Kazcosmos Earth Observation Satellite),Kazakhstan,Kazcosmos,Earth Observation,LEO,2014-04-30,7.25,830.0
KazEOSat-2 (kazcosmos Earth Observation Satellite),Kazakhstan,Kazcosmos,Earth Observation,LEO,2014-06-19,7.0,185.0
KazSat-2,Kazakhstan,JSC KazSat,Communications,GEO,2011-07-15,12.0,1300.0
KazSat-3,Kazakhstan,JSC KazSat,Communications,GEO,2014-04-28,15.0,1200.0
Kent Ridge 1,Singapore,National University of Singapore,Earth Observation,LEO,2015-12-16,10.0,78.0
"Keyhole 5 (Advanced KH-11, KH-12-5, Improved Crystal, EIS-3, USA 186)",USA,National Reconnaissance Office (NRO),Earth Observation,LEO,2005-10-19,5.0,18000.0
"Keyhole 6 (NRO L49, Advanced KH-11, KH-12-6, Improved Crystal, USA 224)",USA,National Reconnaissance Office (NRO),Earth Observation,LEO,2011-01-20,5.0,18000.0
"Keyhole 7 (NRO L65, Advanced KH-11, Improved Crystal, USA 245)",USA,National Reconnaissance Office (NRO),Earth Observation,LEO,2013-08-28,5.0,18000.0
"Kiku-8 (ETS-8, Engineering Test Satellite 8)",Japan,National Institute of Information and Communications Technology (NICT),Technology Development,GEO,2006-12-18,10.0,5800.0
Kizuna (WINDS - Wideband InterNetworking engineering Demonstration Satellite),Japan,Japan Aerospace Exploration Agency (JAXA),Technology Development,GEO,2008-02-23,10.0,4850.0
KJSY-1 (Kongjian Shiyan-1),China,Tsinghua University,Technology Development,LEO,2015-09-19,10.0,1.0
"KKS-1 (Kouku Kousen Satellite One, Kiseki)",Japan,Tokyo Metropolitan College of Industrial Technology,Technology Development,LEO,2009-01-23,1.0,3.0
"Kompsat-2 (Arirang 2, Korean planned Multipurpose Satellite-2)",South Korea,Korea Aerospace Research Institute (KARI),Earth Observation/Technology Development,LEO,2006-07-28,3.0,800.0
"Kompsat-3 (Arirang 3, Korean Multipurpose Satellite-3)",South Korea,Korea Aerospace Research Institute (KARI),Earth Observation,LEO,2012-05-17,4.0,980.0
"Kompsat-3A (Arirang 3A, Korean Multipurpose Satellite-3A)",South Korea,Korea Aerospace Research Institute (KARI),Earth Observation,LEO,2015-03-25,4.0,980.0
"Kompsat-5 (Arirang 5, Korean Multipurpose Satellite-4)",South Korea,Korea Aerospace Research Institute (KARI),Earth Observation,LEO,2013-08-22,5.0,1400.0
Kondor (Cosmos 2487),Russia,Ministry of Defense,Earth Observation,LEO,2013-06-27,10.0,1150.0
Koreasat 5 (Mugungwha 5),South Korea,KT Corporation/Korean Agency for Defense Development (ADD),Communications,GEO,2006-08-22,10.0,4450.0
Koreasat 6 (Mugungwha 6),South Korea,KT Corporation,Communications,GEO,2010-12-29,15.0,2850.0
Kuaizhou-2 (KZ-2),China,National Academy of Sciences,Earth Observation,LEO,2014-11-21,10.0,1200.0
Kukai (STARS-1),Japan,Kanagawa University,Technology Development,LEO,2009-01-23,10.0,7.0
"Lacrosse/Onyx 3 (Lacrosse-3, USA 133)",USA,National Reconnaissance Office (NRO),Earth Observation,LEO,1997-10-24,5.0,14500.0
"Lacrosse/Onyx 4 (Lacrosse-4, USA 152)",USA,National Reconnaissance Office (NRO),Earth Observation,LEO,2000-08-17,9.0,14500.0
"Lacrosse/Onyx 5 (Lacrosse-5, NROL 16, USA 182)",USA,National Reconnaissance Office (NRO),Earth Observation,LEO,2005-04-30,9.0,14500.0
Landsat 7 ,USA,NASA/US Geological Survey,Earth Observation,LEO,1999-04-15,15.0,2744.0
Landsat 8,USA,NASA/US Geological Survey,Earth Observation,LEO,2013-02-11,5.0,2780.0
LaoSat-1,Laos,Laos National Authority for Science and Technology,Communications,GEO,2015-11-20,15.0,3800.0
LAPAN A2,Indonesia,Indonesian National Aeronautics and  Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN),Earth Observation,LEO,2015-09-24,10.0,68.0
LAPAN A3,Indonesia,Indonesian National Aeronautics and  Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN),Earth Observation,LEO,2016-06-22,10.0,115.0
LAPAN-Tubsat (LAPAN A1),Indonesia,Indonesian National Aeronautics and  Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN),Earth Observation/Technology Development,LEO,2007-01-10,10.0,60.0
LatinSat A,Argentina,Aprize Satellites Argentina,Communications,LEO,2002-12-20,10.0,1200.0
LatinSat B ,Argentina,Aprize Satellites Argentina,Communications,LEO,2002-12-20,10.0,1200.0
Lemur-1,USA,Spire Global Inc.,Technology Development,LEO,2014-06-19,10.0,4.0
Lemur-2 Chris (Lemur-2 F4),USA,Spire Global Inc.,Earth Observation,LEO,2015-09-28,10.0,10.0
Lemur-2 Jeroen (Lemur-2 F3),USA,Spire Global Inc.,Earth Observation,LEO,2015-09-28,10.0,10.0
Lemur-2 Joel (Lemur-2 F1),USA,Spire Global Inc.,Earth Observation,LEO,2015-09-28,10.0,10.0
Lemur-2 Peter (Lemur-2 F2),USA,Spire Global Inc.,Earth Observation,LEO,2015-09-28,10.0,10.0
"LilacSat-2 (CAS-3H, Zidingxiang-2)",China,Harbin Institute/China Amateur Satellite - CAMSAT,Technology Development,LEO,2015-09-19,10.0,11.0
Ling Qiao,China,Xinwei Telecom Technology Company,Technology Development,LEO,2014-09-04,10.0,100.0
Lingqiao-A (Lingqiao Video A),China,Changchun Institute of Optics,Earth Observation,LEO,2015-10-07,10.0,95.0
Lingqiao-B (Lingqiao Video B),China,Changchun Institute of Optics,Earth Observation,LEO,2015-10-07,10.0,95.0
LMRSTSat (Low Mass Radio Science Transponder Satellite),USA,NASA Jet Propulsion Laboratory,Technology Demonstration,LEO,2015-10-08,10.0,3.0
Long Excursion 1,China,Unknown,,Unknown,1900-01-01,10.0,1200.0
Lotos-S1 (Cosmos 2455),Russia,Ministry of Defense,Earth Observation,LEO,2009-11-20,10.0,5000.0
Lotos-S2 (Cosmos 2502),Russia,Ministry of Defense,Earth Observation,LEO,2014-12-23,10.0,5000.0
"LQSat (Lingqiao Satellite, Jilian 1A)",China,Changchun Institute of Optics,Earth Observation,LEO,2015-10-07,10.0,55.0
Luch 5A,Russia,Russian Federal Space Agency,Communications,GEO,2011-12-11,10.0,950.0
Luch 5B,Russia,Russian Federal Space Agency,Communications,GEO,2012-11-02,10.0,1282.0
Luch 5V,Russia,Russian Federal Space Agency,Communications,GEO,2014-04-28,10.0,1148.0
Luch/Olympus,Russia,Ministry of Defense,Communications,GEO,2014-09-27,15.0,1200.0
M3MSat (Maritime Monitoring and Messaging Microsatellite),Canada,Defence Research and Development Canada (DRDC)/Canadian Space Agency,Earth Observation,LEO,2016-06-22,10.0,85.0
Maroc Tubsat ,Morocco/Germany,CTRS Morocco/Institut für Luft-und Raumfahrttechnik (Berlin),Technology Development,LEO,2001-12-10,2.0,47.0
M-Cubed/E1P-U2 (Michigan Multipurpose Minisat; Explorer 1 Prime - Unit 2 -  HRBE [William A. Hiscock Radiation Belt Explorer]),USA,University of Michigan/Montana University,Technology Development,LEO,2011-10-28,10.0,2.0
Measat 2 (Malaysia East Asia Sat 2),Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Communications,GEO,1996-11-14,11.5,1450.0
Measat 3 (Malaysia East Asia Sat 3),Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Communications,GEO,2006-12-11,15.0,4900.0
Measat 3A (Malaysia East Asia Sat 3A),Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Communications,GEO,2009-06-21,15.0,2417.0
Measat 3B (Malaysia East Asia Sat 3B),Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Communications,GEO,2014-09-11,15.0,5800.0
Megha-Tropiques,India/France,Indian Space Research Organization (ISRO)/Centre National d'Etudes Spatiales (CNES),Earth Observation,LEO,2011-10-12,5.0,1000.0
"Mercury 1 (Advanced Vortex 1, USA 105)",USA,National Reconnaissance Office (NRO)/USAF,Earth Observation,GEO,1994-08-27,10.0,8000.0
"Mercury 2 (Advanced Vortex 2, USA 118)",USA,National Reconnaissance Office (NRO)/USAF,Earth Observation,GEO,1996-04-24,10.0,8000.0
"Mercury 3 (NROL 67, USA 250)",USA,National Reconnaissance Office (NRO)/USAF,Earth Observation,GEO,2014-04-10,10.0,3900.0
Meridian-3,Russia,Military Space Forces (VKS),Communications,Elliptical,2010-11-02,10.0,2500.0
Meridian-4,Russia,Military Space Forces (VKS),Communications,Elliptical,2011-05-04,10.0,2500.0
Meridian-6 (Meridian 16L),Russia,Military Space Forces (VKS),Communications,Elliptical,2012-11-14,7.0,2500.0
Meridian-7 (Meridian 17L),Russia,Military Space Forces (VKS),Communications,Elliptical,2014-10-30,7.0,2500.0
Meteor-M N-2,Russia,Russian Federal Service For Hydrometeorology and Environmental Monitoring (ROSHYDROMET),Earth Observation,LEO,2014-07-08,5.0,2778.0
"Meteosat 10 (MSGalaxy-3,MSG 3)",Multinational,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Earth Observation,GEO,2012-07-05,7.0,2000.0
Meteosat 11 (MSG 4),Multinational,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Earth Observation,GEO,2015-07-15,12.0,2000.0
Meteosat 7 (MTP 1) ,Multinational,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Earth Observation,GEO,1997-09-02,5.0,696.0
"Meteosat 8 (MSGalaxy-1, MSG-1)",Multinational,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Earth Observation,GEO,2002-08-21,12.0,2000.0
"Meteosat 9 (MSGalaxy-2, MSG 2)",Multinational,EUMETSAT (European Organization for the Exploitation of Meteorological Satellites),Earth Observation,GEO,2005-12-21,12.0,2000.0
MetOp-A (Meteorological Operational satellite),Multinational,ESA/EUMETSAT (European Organization for the Exploitation of Meterological Satellites),Earth Observation,LEO,2006-10-19,5.0,4193.0
MetOp-B (Meteorological Operational satellite),Multinational,ESA/EUMETSAT (European Organization for the Exploitation of Meterological Satellites),Earth Observation,LEO,2012-09-17,5.0,4085.0
Mexsat-3 (Mexsat Bicentenario),Mexico,Mexico Telecomm,Communications,GEO,2012-12-19,15.0,2900.0
Mexsat3 (Morelos-3),Mexico,Mexico Telecomm,Communications,GEO,2015-10-02,15.0,5325.0
MICROSCOPE (MICRO-Satellite à traînée Compensée pour l'Observation du Principe d'Equivalence),ESA,Centre National d'Etudes Spatiales (CNES),Space Science,LEO,2016-04-25,1.0,300.0
Mikhailo Lomonosov (MVL-300),Russia,Moscow State University,Space Science,LEO,2016-04-27,3.0,645.0
"Milstar DFS-1 (USA 99, Milstar 1-F1) (Military Strategic and Tactical Relay)",USA,US Air Force,Communications,GEO,1994-02-07,10.0,4536.0
"Milstar DFS-2 (USA 115, Milstar 1-F2) (Military Strategic and Tactical Relay)",USA,US Air Force,Communications,GEO,1995-11-06,10.0,4536.0
"Milstar DFS-4 (USA 157, Milstar 2-F2) (Military Strategic and Tactical Relay)",USA,US Air Force,Communications,GEO,2001-02-27,12.0,4536.0
"Milstar DFS-5 (USA 164, Milstar 2-F3) (Military Strategic and Tactical Relay)",USA,US Air Force,Communications,GEO,2002-01-16,12.0,4536.0
Milstar DFS-6 (USA 169) (Military Strategic and Tactical Relay),USA,US Air Force,Communications,GEO,2003-04-08,12.0,4536.0
MKA-FKI-1 (Zond PP),Russia,Lavochkin Research and Production Association (Lavochkin NPO),Earth Observation,LEO,2012-07-22,3.0,110.0
MMS-1 (Magnetospheric Multiscale Mission),USA,National Aeronautics and Space Administration (NASA),Space Science,Elliptical,2015-03-13,3.0,1360.0
MMS-2 (Magnetospheric Multiscale Mission),USA,National Aeronautics and Space Administration (NASA),Space Science,Elliptical,2015-03-13,3.0,1360.0
MMS-3 (Magnetospheric Multiscale Mission),USA,National Aeronautics and Space Administration (NASA),Space Science,Elliptical,2015-03-13,3.0,1360.0
MMS-4 (Magnetospheric Multiscale Mission),USA,National Aeronautics and Space Administration (NASA),Space Science,Elliptical,2015-03-13,3.0,1360.0
MOST (Microvariability & Oscillations of STars),Canada,Canadian Space Agency,Space Science,LEO,2003-06-30,1.0,53.0
Mozhayets 4 (RS-22),Russia,Mozhaisky Space Engineering Academy,Technology Development,LEO,2003-09-27,10.0,64.0
MSAT 1 ,USA/Canada,Mobile Satellite Ventures,Communications,GEO,1996-04-20,12.0,2850.0
"MSAT 2 (AMSC-1, ACTel-1)",USA/Canada,Mobile Satellite Ventures,Communications,GEO,1995-04-07,10.0,2850.0
MTI (Multispectral Thermal Imager),USA,US Department of Energy/Office of Nonproliferation and National Security,Technology Development,LEO,2000-03-12,3.0,587.0
MTSAT-2 (Multi-Functional Transport Satellite),Japan,Japan Meteorological Agency/Meteorological Satellite Center (MSC),Earth Observation,GEO,2006-02-18,5.0,2900.0
MUOS-1 (Mobile User Objective System 1),USA,DoD/US Navy,Communications,GEO,2012-02-24,10.0,6804.0
MUOS-2 (Mobile User Objective System 2),USA,DoD/US Navy,Communications,GEO,2013-07-19,10.0,6804.0
MUOS-3 (Mobile User Objective System 3),USA,DoD/US Navy,Communications,GEO,2015-01-21,10.0,6804.0
MUOS-4 (Mobile User Objective System 4),USA,DoD/US Navy,Communications,GEO,2015-09-02,10.0,6804.0
MUOS-5 (Mobile User Objective System 5),USA,DoD/US Navy,Communications,GEO,2016-06-24,10.0,6804.0
Nanosat-1,Spain,Instituto Nacional de Técnia Aeroespacial (INTA),Communications,LEO,2004-12-18,10.0,20.0
Nanosat-1B,Spain,Instituto Nacional de Técnia Aeroespacial (INTA),Communications/Technology Development,LEO,2009-07-29,10.0,20.0
NATO 4B (USA 98),United Kingdom,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),Communications,GEO,1993-12-08,7.0,1430.0
"Navstar GPS IIF-1 (Navstar SVN 62, PRN 25, USA 213)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2010-05-28,12.0,1630.0
"Navstar GPS IIF-10 (Navstar SVN 72, PRN 8, USA 262)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2015-07-15,12.0,1630.0
"Navstar GPS IIF-11 (Navstar SVN 73, PRN 10, USA 265)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2015-10-31,12.0,1630.0
"Navstar GPS IIF-12 (Navstar SVN 70, PRN 32, USA 266)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2016-02-05,12.0,1630.0
"Navstar GPS IIF-2 (Navstar SVN 63, PRN 01, USA 232)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2011-07-16,12.0,1630.0
"Navstar GPS IIF-3 (Navstar SVN 65, PRN 24, USA 239)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2012-10-04,10.0,1630.0
"Navstar GPS IIF-4 (Navstar SVN 66, PRN 27, USA 242)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2013-05-15,10.0,1630.0
"Navstar GPS IIF-5 (Navstar SVN 64, PRN 30, USA 248)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2014-02-21,10.0,1630.0
"Navstar GPS IIF-6 (Navstar SVN 67, PRN 06, USA 251)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2014-05-17,10.0,1630.0
"Navstar GPS IIF-7 (Navstar SVN 68, PRN 09, USA 256)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2014-08-02,10.0,1630.0
"Navstar GPS IIF-8 (Navstar SVN 69, PRN 03, USA 258)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2014-10-29,10.0,1630.0
"Navstar GPS IIF-9 (Navstar SVN 71, PRN 26, USA 260)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2015-03-25,12.0,1630.0
"Navstar GPS IIR-10 (Navstar SVN 47, PRN 22, USA 175)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2003-12-21,10.0,2217.0
"Navstar GPS IIR-11 (Navstar SVN 59, PRN 19, USA 177)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2004-03-20,10.0,2217.0
"Navstar GPS IIR-12 (Navstar SVN 60, PRN 23, USA 178)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2004-06-23,10.0,2217.0
"Navstar GPS IIR-13 (Navstar SVN 61, PRN 02, USA 180)",USA,DoD/US Air Force,Navigation/Global Positioning,MEO,2004-11-06,10.0,2217.0
